,task_id,total_tasks,combo_index,beta,alpha,rho,strength,kappa,tau,cov_type,monte_carlo_runs,mc_batch_size,mse_runs,mean_mse,std_mse,mean_e_TF,std_e_TF,mean_e_ICL,std_e_ICL,mean_e_IDG,std_e_IDG,mean_diff,std_diff
50,3,16,47,0.2222222222222222,9.358381707480246,0.5,0.0,0.5,2.0,identity,10,1,"[3.306588150560856, 3.4601026736199856, 3.4244902301579714, 3.2046256866306067, 3.3873753622174263, 3.3741293121129274, 3.3247760366648436, 3.4153866581618786, 3.2941350396722555, 3.33611810952425]",3.3527727259323,0.07128618250901739,3.397113171130143,0.03578578260664901,3.527142286300659,0.03679246059509209,1.1582146048545838,0.009055883025916294,-0.013045032136142254,0.0024970325886953925
51,3,16,48,0.2222222222222222,11.400765832730277,0.5,0.0,0.5,2.0,identity,10,1,"[3.7112636230885983, 3.7438612543046474, 3.7528711277991533, 3.6237577982246876, 3.7812485583126545, 3.620748920366168, 3.6070344392210245, 3.8419901728630066, 3.589031482115388, 3.8972129113972187]",3.7169020287692547,0.1003468651579595,3.722040227606294,0.045531708198978345,3.873320722579956,0.047601059466208774,1.1336570501327514,0.005607618094539636,-0.015988461766391994,0.0031529745755014176
52,3,16,49,0.2222222222222222,13.888882248611191,0.5,0.0,0.5,2.0,identity,10,1,"[3.994289565831423, 4.07680469378829, 4.1197570357471704, 4.090125011280179, 4.16781160980463, 4.051437536254525, 4.129272565245628, 4.052038196474314, 4.0667972061783075, 4.079323856160045]",4.082765727676451,0.045688342041872866,4.077971842060625,0.05957023373362426,4.251941728591919,0.06321050351680686,1.1095673203468324,0.008874256307841048,-0.018790903408080338,0.0033457610946322582
53,3,16,50,0.2222222222222222,16.920008089455763,0.5,0.0,0.5,2.0,identity,10,1,"[4.66324913688004, 4.53922407887876, 4.762925771996379, 4.627708215266466, 4.628506116569042, 4.755892865359783, 4.528943527489901, 4.542409924790263, 4.555224820971489, 4.593193704262376]",4.61972781624645,0.08163750146740976,4.621417709251428,0.07445824807039945,4.8283909320831295,0.07838072160953394,1.0957740664482116,0.005555592872129371,-0.022646464034914972,0.004472431007339604
54,3,16,51,0.2222222222222222,20.612650364709907,0.5,0.0,0.5,2.0,identity,10,1,"[5.135688157752156, 5.600733939558268, 5.231042545288801, 5.438279248774052, 5.161365859210491, 5.366314444690943, 5.121213551610708, 5.074685487896204, 5.275340631604195, 5.138328775763512]",5.254299264214933,0.15922434356877121,5.259781585615358,0.0757584339083118,5.50462384223938,0.08183840014451887,1.0882620692253113,0.004590412230458947,-0.026750317215919493,0.006080543900876075
55,4,16,52,0.2222222222222222,25.111179191607683,0.5,0.0,0.5,2.0,identity,10,1,"[6.070824705064297, 5.931729074567556, 5.942225631326437, 6.155222110450268, 5.873751495033503, 5.889889154583216, 6.022659510374069, 6.0858854576945305, 5.994928032159805, 6.162522848695517]",6.012963801994919,0.09890424029222403,5.972738620011066,0.09758488654901323,6.260641050338745,0.10214656699209997,1.071666169166565,0.010239016612119126,-0.03165675718337298,0.005411303507227444
56,4,16,53,0.2222222222222222,30.591472189942476,0.5,0.0,0.5,2.0,identity,10,1,"[7.040210351347923, 6.718209326267242, 6.76693531870842, 6.704240828752518, 6.779238097369671, 6.957267839461565, 7.012878559529781, 7.1652429811656475, 7.004797022789717, 6.890102304518223]",6.903912262991071,0.14853296852316167,6.824054418584723,0.09550135941094003,7.157125759124756,0.10209629131124234,1.0580378293991088,0.008393567135585414,-0.03188181314617396,0.004434337670667671
57,4,16,54,0.2222222222222222,37.26779071612804,0.5,0.0,0.5,2.0,identity,10,1,"[7.745102655142546, 8.301680713891983, 7.868887823075056, 8.024827651679516, 8.17827758565545, 8.253555182367563, 8.090600702911615, 7.6798414550721645, 8.248140029609203, 7.859651055186987]",8.025056485459208,0.21344012276410296,7.952430279178107,0.1711143480873306,8.354368686676025,0.1782553726388127,1.054471230506897,0.009238274448913486,-0.04144964423030615,0.009635079426357955
58,4,16,55,0.2222222222222222,45.401156774591,0.5,0.0,0.5,2.0,identity,10,1,"[8.624485541135073, 9.368595831096172, 9.225728631019592, 9.639198787510395, 8.838603667914867, 9.347644250839949, 9.359963458031416, 8.932696022093296, 8.909782018512487, 9.247856508940458]",9.14945547170937,0.29387311394827664,9.264267543588339,0.14133247362377363,9.740482234954834,0.15011469066524558,1.0458837151527405,0.00866643429719738,-0.046851801499724385,0.00591257810942103
59,4,16,56,0.2222222222222222,55.309558116063876,0.5,0.0,0.5,2.0,identity,10,1,"[11.003554716706276, 10.97515869140625, 10.683547087013721, 10.897955991327763, 10.570438101887703, 10.663990996778011, 11.245898380875587, 11.304682843387127, 10.896709516644478, 11.032198302447796]",10.927413462847472,0.22823800662226904,10.859598617676507,0.15725880268107692,11.42754602432251,0.16593810411813567,1.040762996673584,0.006789498017135303,-0.05501984972506761,0.013649628507673312
